# FilaSeg development + locked evaluation manifest
# rows are copied from experiment_runner reports without performance filtering; failed rows are retained
# seed_formula: seed = seed0 + round(coverage*100)*100 + sample_index
# development_results: output\final_development_w1\results.json
# development_generator: not recorded in experiment report
# development_seed_provenance: {"cov20/synth_0000":{"density":20,"seed":20262720},"cov20/synth_0001":{"density":20,"seed":20262721},"cov20/synth_0002":{"density":20,"seed":20262722},"cov20/synth_0003":{"density":20,"seed":20262723},"cov30/synth_0000":{"density":30,"seed":20263720},"cov30/synth_0001":{"density":30,"seed":20263721},"cov30/synth_0002":{"density":30,"seed":20263722},"cov30/synth_0003":{"density":30,"seed":20263723},"cov40/synth_0000":{"density":40,"seed":20264720},"cov40/synth_0001":{"density":40,"seed":20264721},"cov40/synth_0002":{"density":40,"seed":20264722},"cov40/synth_0003":{"density":40,"seed":20264723},"cov50/synth_0000":{"density":50,"seed":20265720},"cov50/synth_0001":{"density":50,"seed":20265721},"cov50/synth_0002":{"density":50,"seed":20265722},"cov50/synth_0003":{"density":50,"seed":20265723},"cov60/synth_0000":{"density":60,"seed":20266720},"cov60/synth_0001":{"density":60,"seed":20266721},"cov60/synth_0002":{"density":60,"seed":20266722},"cov60/synth_0003":{"density":60,"seed":20266723}}
# locked_results: output\locked_evaluation\results.json
# locked_generator: python sandbox/synth_thick.py --out input/synthetic_locked_v1 --coverages 0.20,0.30,0.40,0.50,0.60 --n 25 --size 512 --seed0 20260801
# locked_seed_provenance: {"cov20/synth_0000":{"density":20,"seed":20262801},"cov20/synth_0001":{"density":20,"seed":20262802},"cov20/synth_0002":{"density":20,"seed":20262803},"cov20/synth_0003":{"density":20,"seed":20262804},"cov20/synth_0004":{"density":20,"seed":20262805},"cov20/synth_0005":{"density":20,"seed":20262806},"cov20/synth_0006":{"density":20,"seed":20262807},"cov20/synth_0007":{"density":20,"seed":20262808},"cov20/synth_0008":{"density":20,"seed":20262809},"cov20/synth_0009":{"density":20,"seed":20262810},"cov20/synth_0010":{"density":20,"seed":20262811},"cov20/synth_0011":{"density":20,"seed":20262812},"cov20/synth_0012":{"density":20,"seed":20262813},"cov20/synth_0013":{"density":20,"seed":20262814},"cov20/synth_0014":{"density":20,"seed":20262815},"cov20/synth_0015":{"density":20,"seed":20262816},"cov20/synth_0016":{"density":20,"seed":20262817},"cov20/synth_0017":{"density":20,"seed":20262818},"cov20/synth_0018":{"density":20,"seed":20262819},"cov20/synth_0019":{"density":20,"seed":20262820},"cov20/synth_0020":{"density":20,"seed":20262821},"cov20/synth_0021":{"density":20,"seed":20262822},"cov20/synth_0022":{"density":20,"seed":20262823},"cov20/synth_0023":{"density":20,"seed":20262824},"cov20/synth_0024":{"density":20,"seed":20262825},"cov30/synth_0000":{"density":30,"seed":20263801},"cov30/synth_0001":{"density":30,"seed":20263802},"cov30/synth_0002":{"density":30,"seed":20263803},"cov30/synth_0003":{"density":30,"seed":20263804},"cov30/synth_0004":{"density":30,"seed":20263805},"cov30/synth_0005":{"density":30,"seed":20263806},"cov30/synth_0006":{"density":30,"seed":20263807},"cov30/synth_0007":{"density":30,"seed":20263808},"cov30/synth_0008":{"density":30,"seed":20263809},"cov30/synth_0009":{"density":30,"seed":20263810},"cov30/synth_0010":{"density":30,"seed":20263811},"cov30/synth_0011":{"density":30,"seed":20263812},"cov30/synth_0012":{"density":30,"seed":20263813},"cov30/synth_0013":{"density":30,"seed":20263814},"cov30/synth_0014":{"density":30,"seed":20263815},"cov30/synth_0015":{"density":30,"seed":20263816},"cov30/synth_0016":{"density":30,"seed":20263817},"cov30/synth_0017":{"density":30,"seed":20263818},"cov30/synth_0018":{"density":30,"seed":20263819},"cov30/synth_0019":{"density":30,"seed":20263820},"cov30/synth_0020":{"density":30,"seed":20263821},"cov30/synth_0021":{"density":30,"seed":20263822},"cov30/synth_0022":{"density":30,"seed":20263823},"cov30/synth_0023":{"density":30,"seed":20263824},"cov30/synth_0024":{"density":30,"seed":20263825},"cov40/synth_0000":{"density":40,"seed":20264801},"cov40/synth_0001":{"density":40,"seed":20264802},"cov40/synth_0002":{"density":40,"seed":20264803},"cov40/synth_0003":{"density":40,"seed":20264804},"cov40/synth_0004":{"density":40,"seed":20264805},"cov40/synth_0005":{"density":40,"seed":20264806},"cov40/synth_0006":{"density":40,"seed":20264807},"cov40/synth_0007":{"density":40,"seed":20264808},"cov40/synth_0008":{"density":40,"seed":20264809},"cov40/synth_0009":{"density":40,"seed":20264810},"cov40/synth_0010":{"density":40,"seed":20264811},"cov40/synth_0011":{"density":40,"seed":20264812},"cov40/synth_0012":{"density":40,"seed":20264813},"cov40/synth_0013":{"density":40,"seed":20264814},"cov40/synth_0014":{"density":40,"seed":20264815},"cov40/synth_0015":{"density":40,"seed":20264816},"cov40/synth_0016":{"density":40,"seed":20264817},"cov40/synth_0017":{"density":40,"seed":20264818},"cov40/synth_0018":{"density":40,"seed":20264819},"cov40/synth_0019":{"density":40,"seed":20264820},"cov40/synth_0020":{"density":40,"seed":20264821},"cov40/synth_0021":{"density":40,"seed":20264822},"cov40/synth_0022":{"density":40,"seed":20264823},"cov40/synth_0023":{"density":40,"seed":20264824},"cov40/synth_0024":{"density":40,"seed":20264825},"cov50/synth_0000":{"density":50,"seed":20265801},"cov50/synth_0001":{"density":50,"seed":20265802},"cov50/synth_0002":{"density":50,"seed":20265803},"cov50/synth_0003":{"density":50,"seed":20265804},"cov50/synth_0004":{"density":50,"seed":20265805},"cov50/synth_0005":{"density":50,"seed":20265806},"cov50/synth_0006":{"density":50,"seed":20265807},"cov50/synth_0007":{"density":50,"seed":20265808},"cov50/synth_0008":{"density":50,"seed":20265809},"cov50/synth_0009":{"density":50,"seed":20265810},"cov50/synth_0010":{"density":50,"seed":20265811},"cov50/synth_0011":{"density":50,"seed":20265812},"cov50/synth_0012":{"density":50,"seed":20265813},"cov50/synth_0013":{"density":50,"seed":20265814},"cov50/synth_0014":{"density":50,"seed":20265815},"cov50/synth_0015":{"density":50,"seed":20265816},"cov50/synth_0016":{"density":50,"seed":20265817},"cov50/synth_0017":{"density":50,"seed":20265818},"cov50/synth_0018":{"density":50,"seed":20265819},"cov50/synth_0019":{"density":50,"seed":20265820},"cov50/synth_0020":{"density":50,"seed":20265821},"cov50/synth_0021":{"density":50,"seed":20265822},"cov50/synth_0022":{"density":50,"seed":20265823},"cov50/synth_0023":{"density":50,"seed":20265824},"cov50/synth_0024":{"density":50,"seed":20265825},"cov60/synth_0000":{"density":60,"seed":20266801},"cov60/synth_0001":{"density":60,"seed":20266802},"cov60/synth_0002":{"density":60,"seed":20266803},"cov60/synth_0003":{"density":60,"seed":20266804},"cov60/synth_0004":{"density":60,"seed":20266805},"cov60/synth_0005":{"density":60,"seed":20266806},"cov60/synth_0006":{"density":60,"seed":20266807},"cov60/synth_0007":{"density":60,"seed":20266808},"cov60/synth_0008":{"density":60,"seed":20266809},"cov60/synth_0009":{"density":60,"seed":20266810},"cov60/synth_0010":{"density":60,"seed":20266811},"cov60/synth_0011":{"density":60,"seed":20266812},"cov60/synth_0012":{"density":60,"seed":20266813},"cov60/synth_0013":{"density":60,"seed":20266814},"cov60/synth_0014":{"density":60,"seed":20266815},"cov60/synth_0015":{"density":60,"seed":20266816},"cov60/synth_0016":{"density":60,"seed":20266817},"cov60/synth_0017":{"density":60,"seed":20266818},"cov60/synth_0018":{"density":60,"seed":20266819},"cov60/synth_0019":{"density":60,"seed":20266820},"cov60/synth_0020":{"density":60,"seed":20266821},"cov60/synth_0021":{"density":60,"seed":20266822},"cov60/synth_0022":{"density":60,"seed":20266823},"cov60/synth_0023":{"density":60,"seed":20266824},"cov60/synth_0024":{"density":60,"seed":20266825}}
seed,density,geometry_id,dataset_role,mask_width,degradation,input_mask,ground_truth,method,output_path,config_hash,status,failure_notes,source_report,source_report_sha256,input_mask_sha256,input_mask_hash_status,ground_truth_sha256,ground_truth_hash_status,output_sha256,output_hash_status,ground_truth_selected,ground_truth_selected_sha256,ground_truth_selected_hash_status
20262720,20,cov20/synth_0000,development,1,degraded,C:/Repos/filaments_quantification/input/synthetic_thick/cov20/synth_0000/mask_w1.png,C:/Repos/filaments_quantification/input/synthetic_thick/cov20/synth_0000/gt_labels.tif,filaseg,C:\Repos\filaments_quantification\output\final_development_w1\filaseg\cov20\synth_0000\1\filaseg\final\mask_w1_reconnect_multilabel.npz,407d317e20551d14a06ce39d85ee4f3260f33cbd1419d796e3a39bd4d78dcef3,ok,,output\final_development_w1\results.json,5264b12821a688e6e9922d3c8bfd2b673f65ecdec0d8e2fbf55c4aa1f7dd2383,988b68c94ca82355306c30338a15d7f261efdb9b468338bb13dc47b865a98556,present,ffcae6a1a9e251b88a24e28e740163b80bbaf3ea57b25193c287e76604c0a4d6,present,954225827e05989d2350707d27567c5207a060d10e238b43c00cd1a856aa4f07,present,C:\Repos\filaments_quantification\input\synthetic_thick\cov20\synth_0000\gt_multilabel.npz,5815d06764db1c746a48b4053afd785760ab078f8233cf016cc2cc099b4a312a,present
20262721,20,cov20/synth_0001,development,1,degraded,C:/Repos/filaments_quantification/input/synthetic_thick/cov20/synth_0001/mask_w1.png,C:/Repos/filaments_quantification/input/synthetic_thick/cov20/synth_0001/gt_labels.tif,filaseg,C:\Repos\filaments_quantification\output\final_development_w1\filaseg\cov20\synth_0001\1\filaseg\final\mask_w1_reconnect_multilabel.npz,407d317e20551d14a06ce39d85ee4f3260f33cbd1419d796e3a39bd4d78dcef3,ok,,output\final_development_w1\results.json,5264b12821a688e6e9922d3c8bfd2b673f65ecdec0d8e2fbf55c4aa1f7dd2383,853df7f0d6b1ee6718d312fa5c8d5ba4cd909e3a0ab4fa1b28f1fcab72e47851,present,aa2198be3d4d3210898ef191aa8e6f707e89f5126f84832420cf16e110c07ae3,present,9d6220902cb95bff7b06ecae1cc8fa937efd3b7262e78f6d2253a3523b78c2f2,present,C:\Repos\filaments_quantification\input\synthetic_thick\cov20\synth_0001\gt_multilabel.npz,fa54b32e71ddcc429ed2a71f50f912df94419aacd16d76cfc2b5d01eae2d5328,present
20262722,20,cov20/synth_0002,development,1,degraded,C:/Repos/filaments_quantification/input/synthetic_thick/cov20/synth_0002/mask_w1.png,C:/Repos/filaments_quantification/input/synthetic_thick/cov20/synth_0002/gt_labels.tif,filaseg,C:\Repos\filaments_quantification\output\final_development_w1\filaseg\cov20\synth_0002\1\filaseg\final\mask_w1_reconnect_multilabel.npz,407d317e20551d14a06ce39d85ee4f3260f33cbd1419d796e3a39bd4d78dcef3,ok,,output\final_development_w1\results.json,5264b12821a688e6e9922d3c8bfd2b673f65ecdec0d8e2fbf55c4aa1f7dd2383,8adf35203e3dde34ad3e3bcf1c78765d73c647dfaf188ae4d0ac62e7d7a725b8,present,47639a3974d32c2a0b9d9e942aabde092da66d25e327f1081f1f8e9d0f939566,present,82f415314bfab7721b391869c5495fbc0390f6b46ea2d541fddd282d23a3f869,present,C:\Repos\filaments_quantification\input\synthetic_thick\cov20\synth_0002\gt_multilabel.npz,92d17d3a7194051b7dd54ef58f3ad0f059d67eb3b7d2a74d9e8290c0dc83da91,present
20262723,20,cov20/synth_0003,development,1,degraded,C:/Repos/filaments_quantification/input/synthetic_thick/cov20/synth_0003/mask_w1.png,C:/Repos/filaments_quantification/input/synthetic_thick/cov20/synth_0003/gt_labels.tif,filaseg,C:\Repos\filaments_quantification\output\final_development_w1\filaseg\cov20\synth_0003\1\filaseg\final\mask_w1_reconnect_multilabel.npz,407d317e20551d14a06ce39d85ee4f3260f33cbd1419d796e3a39bd4d78dcef3,ok,,output\final_development_w1\results.json,5264b12821a688e6e9922d3c8bfd2b673f65ecdec0d8e2fbf55c4aa1f7dd2383,8c1c571019e7a2b73d77d81ca8c1c5b1acf4fca3d521e6148ead38c9863e84d2,present,0858527a69a75b83fb1f79959d1e84071235793e66695ee8a348169748358412,present,322884ce879a8cdf9cf275b531100f44faa797728e58f93adedfcb85d3964e20,present,C:\Repos\filaments_quantification\input\synthetic_thick\cov20\synth_0003\gt_multilabel.npz,e0276f6d9da431f80624ce9672e1f484db992d7aa4cdf6217dc9a972c24ce879,present
20263720,30,cov30/synth_0000,development,1,degraded,C:/Repos/filaments_quantification/input/synthetic_thick/cov30/synth_0000/mask_w1.png,C:/Repos/filaments_quantification/input/synthetic_thick/cov30/synth_0000/gt_labels.tif,filaseg,C:\Repos\filaments_quantification\output\final_development_w1\filaseg\cov30\synth_0000\1\filaseg\final\mask_w1_reconnect_multilabel.npz,407d317e20551d14a06ce39d85ee4f3260f33cbd1419d796e3a39bd4d78dcef3,ok,,output\final_development_w1\results.json,5264b12821a688e6e9922d3c8bfd2b673f65ecdec0d8e2fbf55c4aa1f7dd2383,c113216f6a28a51c966a24afec0100e635649f87463e1435048f3c891e6691b3,present,1269c6bb5f48796687d4e7e6e0ed2dbd0025f160f20f8e4d8d83a073a8edd670,present,e64f1ccd020a3c0a403544f50310f3a02d76e7bd622b5cb734b9afda4780a746,present,C:\Repos\filaments_quantification\input\synthetic_thick\cov30\synth_0000\gt_multilabel.npz,4028523ffe195f7b08958c78bfac9004d62b39961ad14d3f73b96d10e23a82be,present
20263721,30,cov30/synth_0001,development,1,degraded,C:/Repos/filaments_quantification/input/synthetic_thick/cov30/synth_0001/mask_w1.png,C:/Repos/filaments_quantification/input/synthetic_thick/cov30/synth_0001/gt_labels.tif,filaseg,C:\Repos\filaments_quantification\output\final_development_w1\filaseg\cov30\synth_0001\1\filaseg\final\mask_w1_reconnect_multilabel.npz,407d317e20551d14a06ce39d85ee4f3260f33cbd1419d796e3a39bd4d78dcef3,ok,,output\final_development_w1\results.json,5264b12821a688e6e9922d3c8bfd2b673f65ecdec0d8e2fbf55c4aa1f7dd2383,ebd6ea9a7cb3ad8156635340049cf97af7dcafd689b68358498de5bc4d752ffa,present,b7b88b77b499167d17f433361cc9adeaaf52b7d368856708d2a35dd7b0401699,present,1ea0b88bbe120b0af2f4d52e5e606c6b6eb3c6a90e7d0cb2763995035f36b7ff,present,C:\Repos\filaments_quantification\input\synthetic_thick\cov30\synth_0001\gt_multilabel.npz,229cda5cd6335de28aded0f504a9d7d600818f7948c91a4d1ea17a166da6845e,present
20263722,30,cov30/synth_0002,development,1,degraded,C:/Repos/filaments_quantification/input/synthetic_thick/cov30/synth_0002/mask_w1.png,C:/Repos/filaments_quantification/input/synthetic_thick/cov30/synth_0002/gt_labels.tif,filaseg,C:\Repos\filaments_quantification\output\final_development_w1\filaseg\cov30\synth_0002\1\filaseg\final\mask_w1_reconnect_multilabel.npz,407d317e20551d14a06ce39d85ee4f3260f33cbd1419d796e3a39bd4d78dcef3,ok,,output\final_development_w1\results.json,5264b12821a688e6e9922d3c8bfd2b673f65ecdec0d8e2fbf55c4aa1f7dd2383,4b48961e02af608cac7a45c739c5d320d236228cf8d9b7469bd0af2505cad37f,present,72e2c43881ef0dacf6af57fd6c75368333893140f5602e0946cfccc6c2b80825,present,55949098bb5652594128e812b6420d0530dbef7ba663a5ed70a75290ca539066,present,C:\Repos\filaments_quantification\input\synthetic_thick\cov30\synth_0002\gt_multilabel.npz,0f3be8c410eaaeca55e01bf9350ed6e3cd0d6eaa46cd613c0ff86094f2474fd2,present
20263723,30,cov30/synth_0003,development,1,degraded,C:/Repos/filaments_quantification/input/synthetic_thick/cov30/synth_0003/mask_w1.png,C:/Repos/filaments_quantification/input/synthetic_thick/cov30/synth_0003/gt_labels.tif,filaseg,C:\Repos\filaments_quantification\output\final_development_w1\filaseg\cov30\synth_0003\1\filaseg\final\mask_w1_reconnect_multilabel.npz,407d317e20551d14a06ce39d85ee4f3260f33cbd1419d796e3a39bd4d78dcef3,ok,,output\final_development_w1\results.json,5264b12821a688e6e9922d3c8bfd2b673f65ecdec0d8e2fbf55c4aa1f7dd2383,c983c51c37a0c9c9507a7d78016825f0787c022de6e622aa499a2cdb213d2e7f,present,92cc9e1eef54be6330544acfc40c60d7d8ac90b5649310b1547fa74f8fc6e9dd,present,05833845470132cfba81faa24053dc7eed00b930c96d8765d56e7a9fbbb3a57d,present,C:\Repos\filaments_quantification\input\synthetic_thick\cov30\synth_0003\gt_multilabel.npz,2cdd84c7034e822ce213f2dfb7d079adcbbe408216b11abb359b24ed414cbac9,present
20264720,40,cov40/synth_0000,development,1,degraded,C:/Repos/filaments_quantification/input/synthetic_thick/cov40/synth_0000/mask_w1.png,C:/Repos/filaments_quantification/input/synthetic_thick/cov40/synth_0000/gt_labels.tif,filaseg,C:\Repos\filaments_quantification\output\final_development_w1\filaseg\cov40\synth_0000\1\filaseg\final\mask_w1_reconnect_multilabel.npz,407d317e20551d14a06ce39d85ee4f3260f33cbd1419d796e3a39bd4d78dcef3,ok,,output\final_development_w1\results.json,5264b12821a688e6e9922d3c8bfd2b673f65ecdec0d8e2fbf55c4aa1f7dd2383,a96aa75ae0210406f3d931bb173c6dc53b226934d15090e029e82bb4a4e07c10,present,64b245ba61728119b48bbb279b665159435c935a0466362c449ad8def6c4375b,present,c323516983a237ee9744bfdb14dbd255cf2da4f97ef8ebd5072f79c316032436,present,C:\Repos\filaments_quantification\input\synthetic_thick\cov40\synth_0000\gt_multilabel.npz,a5a71d128e2f29a8535b45e7920f35344b4575d48d41babc7df030f92dea8868,present
20264721,40,cov40/synth_0001,development,1,degraded,C:/Repos/filaments_quantification/input/synthetic_thick/cov40/synth_0001/mask_w1.png,C:/Repos/filaments_quantification/input/synthetic_thick/cov40/synth_0001/gt_labels.tif,filaseg,C:\Repos\filaments_quantification\output\final_development_w1\filaseg\cov40\synth_0001\1\filaseg\final\mask_w1_reconnect_multilabel.npz,407d317e20551d14a06ce39d85ee4f3260f33cbd1419d796e3a39bd4d78dcef3,ok,,output\final_development_w1\results.json,5264b12821a688e6e9922d3c8bfd2b673f65ecdec0d8e2fbf55c4aa1f7dd2383,894b382942425f6961cfe4e736e04e189260c4c54855f9ac4535ccfc7bc54df2,present,5137faaef269445a57a5bf00a1a24496991b5a71afd9dd56fdc0385e7a10b6e9,present,48451a39ca52d85604470c7c42a9a8e426a7247bc4e8947d0f402708db0d9f43,present,C:\Repos\filaments_quantification\input\synthetic_thick\cov40\synth_0001\gt_multilabel.npz,57eb17c14a9da7c39304d1ba4bbb54070c97bdc8f78a06a495f0dad1498f81b1,present
